User Type,Username,Date,Text
[T],shipJ,2012-05-31T11:16Z,"Part 1
Aquaman 058 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 059 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 060 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 061 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 062 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 063 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 063 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 064 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 065 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 066 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 067 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 068 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 069 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 070 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Archie and Me 005 (1965) (missing center) (Jojo).cbr	
Archie's T.V. Laugh-Out 084 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 085 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 086 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 087 c2c (1982) (Jojo).cbr	"
[T],shipJ,2012-05-31T11:17Z,"Part 2
Action Annual 1977.cbr	
Adventure Comics 260-269-270 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Adventure Comics 435-436-437 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Adventure Comics 441-442 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Adventure Comics 443-445 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Adventure Comics 444 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Adventure Comics 451-452 (1935-1983) (Digital) (ZOOM-Empire).cbz	
Air Ace Picture Library 330 - The Glory Boys (1967).cbz	
Alexias Demons 02 Stigma Diabolicum Dragonz K T .cbr	
Alexias Demons 03 Yorthopia Dragonz K T .cbr	
All Winners Comics 005 (Timely.1942) (Reprint) (chums).cbz	
All Winners Comics 006 (Timely.1942) (Reprint) (chums).cbz	
All Winners Comics 007 (Timely.1942) (Reprint) (chums).cbz	
Amazing Spider-Man 161(c2c)(1976)(Re-em-DCP).cbr	
Aquaman 000 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 001 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 002 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 010 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 011 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 012 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 013 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 014 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 015 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 015 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 016 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 016 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 017 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 018 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 019 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 020 (2003-2006) (Digital) (ZOOM-Empire).cbz	
Aquaman 057 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 058 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 059 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 060 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 061 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 062 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 063 (1962-1978) (Digital) (ZOOM-Empire).cbz	
Aquaman 063 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 064 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 065 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 066 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 067 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 068 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 069 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Aquaman 070 (1994-2001) (Digital) (ZOOM-Empire).cbz	
Archie and Me 005 (1965) (missing center) (Jojo).cbr	
Archie's T.V. Laugh-Out 084 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 085 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 086 c2c (1982) (Jojo).cbr	
Archie's T.V. Laugh-Out 087 c2c (1982) (Jojo).cbr	"
[T],shipJ,2012-05-31T11:18Z,"Part 3
Comet 0241 [1953-02-28].cbz	
Comic Book Encyclopedia (2004)(c2c)bZc-DCP).cbr	
ComicScape 003 (2012).pdf	
Commando 0124 - Black Ace (1964).cbz	
Commando 0217 - Space Pilot (1966).cbz
Commando 0287 - Jet Menace (1967).cbz	
Commando 0519 - Buffalo Patrol (1970).cbz	
Commando 0540 - Battle Drop (1971).cbz	
Commando 0622 - Operation S.O.L.O. (1972).cbz	
Commando 0831- The Four Scars (1974) (FIXED).cbz	
Commando 0861 - Strike By Night (1974).cbz	
Commando 0873 - Yellow For Courage (1974) (FIXED).cbz	
Commando 1230 - Cards Of Fate (1978).cbz	
Cow Puncher Comics 002 (1947) (remix) (rpt).rar	
Cow Puncher Comics 007 (1949) (Kit West + 1 story).rar
Crime Does Not Pay 074 (Lev Gleason 1949) (c2c) (Ami_GFX).cbr	
Crime Must Pay The Penalty 004 (1948) (c2c) (JVJ-tilliban).cbz	
Crime Must Pay The Penalty 006 (1949) (c2c) (JVJ-tilliban).cbz	
D116 - Nardas TV Show.cbz	
Dandy 1748 [1975-05-24].cbz	
Dandy 1749 [1975-05-31].cbz	
Dandy 1750 [1975-06-07].cbz	
Dandy 1751 [1975-06-14] (damaged).cbz	
Dandy 1752 [1975-06-21].cbz	
Dandy 1753 [1975-06-28].cbz	
Dandy 1754 [1975-07-05].cbz	
Dandy 1756 [1975-07-19].cbz	
Dandy 1758 [1975-08-02].cbz	
Dandy 1759 [1975-08-09].cbz	
Dandy 1760 [1975-08-16].cbz	
Dandy 1764 [1975-09-13].cbz	
Dandy 1765 [1975-09-20].cbz	
Dandy 1766 [1975-09-27].cbz	
Dandy 1771 [1975-11-01].cbz	
Dandy 1772 [1975-11-08].cbz	
Dandy 1778 [1975-12-20].cbz	
Dandy 1781 [1976-01-10].cbz	
DC Holiday Special (2009) (digital) (Minutemen-MustacheGuy).cbr	
Detective Comics 27 (1937) (digital) (Minutemen-MustacheGuy).cbr	
Devil Doone 029 (Colour Comics) (AUS).cbz	
Diary of a Lemur.cbr	
Dynamic Comics 021 (Superior 1947) (c2c) [alt scan] (Krankyboy-rangerhouse-movielover).cbz
Eagle 051 [1983-03-12].cbr	
Eagle 052 [1983-03-19].cbr	
Eagle 053 [1983-03-26].cbr	
Eagle 054 [1983-04-02].cbr	
Eagle 055 [1983-04-09].cbr	
Eagle Picture Library 010 - Company of Thieves [1985] (Zeg).cbz	"
[T],shipJ,2012-05-31T11:19Z,"Part 4
Eternals 01 (of 07) (2006) (digital-Empire).cbr	
Eternals 02 (of 07) (2006) (digital-Empire).cbr	
Eternals 03 (of 07) (2006) (digital-Empire).cbr	
Eternals 04 (of 07) (2006) (digital-Empire).cbr	
Eternals 05 (of 07) (2006) (digital-Empire).cbr	
Eternals 06 (of 07) (2007) (digital-Empire).cbr	
Eternals 07 (of 07) (2007) (digital-Empire).cbr	
Falling in Love 007 (DC 1956-Sep 36p c2c - DCIndexer).rar	
Famous Monsters Of Filmland 192(c2c)(2012)(Re-em-DCP).cbr	
Fangoria 314(c2c)(2012)(Re-em-DCP).cbr	
Feature Funnies 009 (1938) (2 damaged pgs) (c2c) (dsdaboss).cbr
Film Fun 2016 [1958-09-06] (Zeg).cbz	
First Kiss 039 (Charlton 1964) (c2c) (narfstar-movielover).cbz	
Funny Picture Stories 006 (1937) (1 story) (rpt).rar	
Funny Picture Stories 01 [Nov'36] (Clock + 2 stories) (remix).rar	
Funny Picture Stories 05 (1937) (remix) (4 stories).rar	
G.I. Combat 002 (Quality 1952-Dec) 36p c2c (G.I. Wombat).cbz	
G.I. Combat 007 (Quality 1953-Jun) 36p c2c (G.I. Wombat).cbz	
G.I. Combat 018 (Quality 1954-Nov) 36p c2c (G.I. Wombat).cbz	
G.I. Combat 024 (Quality 1955-May) 36p c2c (G.I. Wombat).cbz	
Gears of War 23 (2012) (Minutemen-TheUnTooned).cbr	
Girls' Crystal 0974 [1954-06-19].cbr	
Girl's Life 005 (Atlas.1954) (c2c.fixed) (Pmack).cbz
Girls' Love Stories 010 (DC Mar-Apr 1951) C2C.rar	
Girls' Love Stories 018 (DC Jul-Aug 1952) C2C.cbz	
Girls' Romances 008 (DC Apr-May 1951) C2C.zip	
Girls' Romances 044 (DC Apr-May 1957).cbz	
Girls' Romances 115 (DC March 1966) C2C.cbz	
Godzilla - 100-Cover Charity Spectacular (c2c) (IDW) (2011) (Empire-Tiger).cbr
Hawkworld #020 (1992) (C2C) (TCRaw).rar
Hoot 036 [1986-06-28] (Zeg).cbz	
HorrorHound 35(c2c)(2012)(Re-em-DCP).cbr	
Hotspur 0267 [1964-11-28].cbr	
Hotspur 0268 [1964-12-05].cbr	
Hotspur 1079 [1980-06-21] (Zeg).cbz	
How To Understand Israel In 60 Days Or Less (2010) (Frost-Pudgy-DCP).cbr	
Human Torch 015 (Timely.1944) (Fixed) (chums).cbz	
Indrajal 021 Phantom - King Pepes Bride.cbr	
Indrajal 040 Misc - Walt Disneys Rob Roy (15th Apr.1967) (c2c) (MiSD).cbr	
Indrajal 040 Misc - Walt Disneys Rob Roy (Enhanced) (15th Apr.1967) (c2c) (MiSD).cbr	
Indrajal 060 Phantom - Cold Fire Worshippers.cbr	
Indrajal 063 Mandrake - Jungle Drums - Return of King Lothar  (King 7) - Phantom - Big Fight (King 28) (Enhanced) (1st Apr.1968) (c2c) (MiSD).cbr	
Indrajal 063 Mandrake - Jungle Drums - Return of King Lothar (King 7) - Phantom - Big Fight (King 28) (1968) (c2c) (MiSD).cbr
Indrajal 102 Flash Gordon - Floating City (15th Jan.1970) (MiSD) (c2c).cbr	
Indrajal 102 Flash Gordon - Floating City (Enhanced) (15th Jan.1970) (MiSD) (c2c).cbr
Indrajal 199 Misc - Bridge Busters (1st Feb.1974) (c2c) (MiSD).cbr	
Indrajal 199 Misc - Bridge Busters (Enhanced) (1st Feb.1974) (c2c) (MiSD).cbr	
Indrajal 250 Phantom - Goldbeards Strike Force (15th Mar.1976) (MiSD).cbr	"
[T],shipJ,2012-05-31T11:19Z,"Part 5
Indrajal V22 06 Phantom - Witch Of The Misty Mountains.cbr	
Indrajal V22 10 Phantom - Web Of Deceit.cbr	
Indrajal V22 25 Phantom - Missing Treasury Of Tega.cbr	
Indrajal V22 27 Bahadur - Massacre At Sitapur.cbr	
Indrajal V22 29 Mandrake - Invisible Thief (D-184 Little Man).cbr	
Indrajal V22 33 Phantom - Queen Sheeba's Necklace 1  - Flash Gordon - Death Planet 1 HR.cbr	
Indrajal V22 34 Phantom - Queen Sheeba's Necklace 2  - Flash Gordon - Death Planet 2 HR.cbr
Indrajal V22 35 Phantom - Queen Sheeba's Necklace 3  - Flash Gordon - Death Planet 3 HR.cbr	
Indrajal V22 41 Mandrake - Strange Cloud Ship (D-185 The Cloud).cbr	
Insufferable 001 (2012) (Mark Waid, digital).cbz	
Insufferable 002 (2012) (Mark Waid, digital).cbz	
Insufferable 003 (2012) (Mark Waid, digital).cbz	
Insufferable 004 (2012) (F) (Mark Waid, digital) (ok).cbz	
Insufferable 004 (2012) (Mark Waid, digital).cbz	
Jerome Bloche T04 Reconstructing the Past Dragonz K T .cbr	
JLA - Year One (1998-02) 02 (EmeraldEmpress).cbz	
JLA - Year One (1998-03) 03 (EmeraldEmpress).cbz	
JLA - Year One 01 (1998) (EmeraldEmpress).cbz
Joker v02 n022 (Basil Wolverton story) (1951) (c2c) (Neon Vincent).cbr	
Joyride 002 (1946).cbr
Jungle Comics 106 (1948) (c2c) [alt scan] (JVJ-Snard).cbz	
Jungle Comics 107 (1948) (c2c) [alt scan] (JVJ-Snard).cbz	
Knockout 0690 [1952-05-17].cbz	
Knockout 0691 [1952-05-24].cbz
Leading Screen Comics 072  C2C (36p DC Dec 1954).cbz	
Lion Annual 1954 (huckyc).cbz	
Lion Annual 1955 (huckyc).cbz	
Look-in v09 010 [1979-03-03] (Zeg).cbz
Mandrake D214B - Ears Of The Earth (07-19-93 to 11-27-93).cbr	
Mandrake D216B - Diamond Trader (03-21-94 to 08-20-94).cbr	
Mandrake S186CB - Return Of The Tourist (12-09-01 to 05-12-02).cbr	
Marines in Action 010 (Atlas.1957) (c2c) (chums).cbz	
Marvel Age 132 (1994) (Lusiphur-DCP).cbr	
Marvel Age 133 (1994) (Lusiphur-DCP).cbr	
Marvel Age 134 (1994) (Lusiphur-DCP).cbr	
Marvel Age 135 (1994) (Lusiphur-DCP).cbr	
Marvel Tales 142 (Atlas.1956) (c2c) (chums).cbz	
Mister Terrific 08 (2012) (Minutemen-TheForeseenDestruction).cbr	
Monster Hunters Survival Guide (2010) (Digital) (G85-Empire).cbr	
More Fun Comics 067 (1941) (reprint pages upgraded to originals, and now C2C).rar	
More Fun Comics 073 (1936-1947) (Digital) (ZOOM-Empire).cbz	
My Secret Marriage 004 (Superior 1953) (c2c) (tilliban).cbz	
Oh Boy! 005 (c1948) (The Tornado only) (britishgoldenagecomics).cbr	
Out of the Shadows 008 (1953) (c2c) (JVJ-tilliban).cbz	
Patsy Walker 005 (Timely 1946) (c2c) (Gambit).cbz	
Patsy Walker 041 (c2c) (Atlas 1952) (Gambit).cbz	
Phantom Ranger 002 (Frew) (AUS) [missing numbered page 20].cbz	
Pilot Season - Ripclaw (2007) (Wizard World Chicago Convention Exclusive) (Taruataru-DCP-HD).cbr"
[T],shipJ,2012-05-31T11:22Z,"Part 6
Prehistoric Times 101(c2c)(Prehistoric Times)(2012)(YZ1).cbr	
Red Sonja 00 (2005) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 01 (2005) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 02 (2005) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 03 (2005) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 04 (2005) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 05 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 06 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 07 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 08 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 09 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 10 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 11 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 12 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 13 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 14 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 15 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 16 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 17 (2006) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 18 (2007) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 19 (2007) (Digital) (ZoneKing-Empire).cbr	
Red Sonja 20 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 21 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 22 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 24 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 25 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 26 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 27 (2007) (Digital) (AngelKing-Empire) (1).cbr	
Red Sonja 28 (2007) (Digital) (AngelKing-Empire).cbr	
Red Sonja 29 (2008) (Digital) (AngelKing-Empire).cbr	
Red Sonja 30 (2008) (Digital) (AngelKing-Empire).cbr	
Red Sonja 31 (2008) (Digital) (AngelKing-Empire).cbr	
Red Sonja 32 (2008) (Digital) (AngelKing-Empire).cbr	
Red Sonja 33 (2008) (Digital) (AngelKing-Empire).cbr	
Red Sonja 34 (2008) (Digital) (AngelKing-Empire).cbr	"
,S3YMOR,2012-06-01T23:29Z,Thanks for all the ups!. Could you try to upload PROPHET from image comics by Brandon Graham and Simon Roy. Thanks much
